Unnamed: 0,BusinesName,Businesslink,Address,Last Updated,Categories,Description,Phone,Email,
92,https://mohittandonchicago.com/,https://www.yellowpagesnepal.com/https-mohittandonchicago-com1,"10 W Briar Pl, Chicago, IL 60657, United States","Last Updated : 
            Feb 06, 2021",Agricultural Equipment & Implements,"Sometimes, it is quite hard to be happy ...","1-1815-914-1277, 1-1815-914-1277",mohittandon1010@gmail.com,
93,Automation Good And Supply Equipment's,https://www.yellowpagesnepal.com/automation-good-and-supply-equipments,Niger,"Last Updated : 
            Feb 08, 2021",Agricultural Equipment & Implements,Euro Industriel is a reputed platform in...,234-9112041760,euroindustriel2020@gmail.com,
94,Teragnix,https://www.yellowpagesnepal.com/teragnix,"14193 US Highway 69 South Alto, TX 75925","Last Updated : 
            Feb 14, 2021",Agricultural Equipment & Implements,Treatment For Septic Tanks Culturelle di...,1-8663693678,info.teraganixca@gmail.com,
95,Jaipur Escorts,https://www.yellowpagesnepal.com/jaipur-escorts,jaipur,"Last Updated : 
            Feb 15, 2021",Agricultural Equipment & Implements,"Welcome my love, are you getting bored? ...",91-98732686415,anchalkapoormodel@gmail.com,
96,infotech12,https://www.yellowpagesnepal.com/infotech12,null,"Last Updated : 
            Feb 15, 2021",Agricultural Equipment & Implements,"vdi-software

Virtual desktop infrastr...",977-null,karthik.gana12@gmail.com,
97,canshnet,https://www.yellowpagesnepal.com/canshnet,null,"Last Updated : 
            Feb 15, 2021",Agricultural Equipment & Implements,"Applied behavior analysis software

Ap...",977-null,karthik.gana12@gmail.com,
98,softwareword,https://www.yellowpagesnepal.com/softwareword,null,"Last Updated : 
            Feb 15, 2021",Agricultural Equipment & Implements,What is an example of a VoIP? Many apps ...,karthik.gna12@gmasil.com,karthik.gna12@gmasil.com,
99,softwareAD,https://www.yellowpagesnepal.com/softwaread,null,"Last Updated : 
            Feb 15, 2021",Agricultural Equipment & Implements,"o put it simply, an Electronic Data Capt...",977-null,karthik.gana12@gmail.com,
100,ZEEmart67,https://www.yellowpagesnepal.com/zeemart67,null,"Last Updated : 
            Feb 15, 2021",Agricultural Equipment & Implements,DocuSign offers a free electronic signat...,977-null,karthik.gana12@gmail.com,
101,software80,https://www.yellowpagesnepal.com/software80,null,"Last Updated : 
            Feb 15, 2021",Agricultural Equipment & Implements,Simple and powerful email marketing insi...,977-null,karthik.gana12@gmail.com,
102,ecommerce developemnt services,https://www.yellowpagesnepal.com/ecommerce-developemnt-services,null,"Last Updated : 
            Feb 18, 2021",Agricultural Equipment & Implements,Ecommerce development companies keep var...,,,
103,Nepal Agro Yantra Pvt.Ltd,https://www.yellowpagesnepal.com/nepal-agro-yantra-pvt-ltd,Nepal,"Last Updated : 
            Feb 18, 2021",Agricultural Equipment & Implements,Agriculture and livestock equipment impo...,977-9856066112,agroyantra@gmail.com,
104,Smart contract development companes,https://www.yellowpagesnepal.com/smart-contract-development-companes,NULL,"Last Updated : 
            Feb 18, 2021",Agricultural Equipment & Implements,Smart contract development companes is a...,,,
105,Education app development companies,https://www.yellowpagesnepal.com/education-app-development-companies,NULL,"Last Updated : 
            Feb 18, 2021",Agricultural Equipment & Implements,"A education application, also referred t...",,,
106,zohomat,https://www.yellowpagesnepal.com/zohomat,null,"Last Updated : 
            Feb 20, 2021",Agricultural Equipment & Implements,Ember.js is a freely available JavaScrip...,karthik.gana12@gmail.com,karthik.gana12@gmail.com,
107,mazho,https://www.yellowpagesnepal.com/mazho,null,"Last Updated : 
            Feb 20, 2021",Agricultural Equipment & Implements,You will have a lot of fun and appreciat...,karthik.gana12@gmail.com,karthik.gana12@gmail.com,
108,Makaibari Fish Farm,https://www.yellowpagesnepal.com/makaibari-fish-farm,"Baigundhura, Gauradaha-9, Garuradaha 57216, Nepal","Last Updated : 
            Feb 21, 2021",Agricultural Equipment & Implements,Production and wholesale supplier of Fis...,977-9852670742,makaibaribfarm@gmail.com,
109,e2soft,https://www.yellowpagesnepal.com/e2soft,null,"Last Updated : 
            Feb 25, 2021",Agricultural Equipment & Implements,Qoppa Software's high quality softwa...,karthik.gana12@gmail.com,karthik.gana12@gmail.com,
110,suggestcore,https://www.yellowpagesnepal.com/suggestcore,null,"Last Updated : 
            Feb 25, 2021",Agricultural Equipment & Implements,Stock analysis software won't make y...,karthik.gana12@gmail.com,karthik.gana12@gmail.com,
111,leedSAD,https://www.yellowpagesnepal.com/leedsad,null,"Last Updated : 
            Feb 26, 2021",Agricultural Equipment & Implements,A digital workspace is an integrated tec...,karthik.gana12@gmail.com,karthik.gana12@gmail.com,
112,Weight Lose,https://www.yellowpagesnepal.com/weight-lose,new work,"Last Updated : 
            Feb 27, 2021",Agricultural Equipment & Implements,https://walmartgiftcard0066.blogspot.com...,f.amo.ti.n7.41@gmail.com,f.amo.ti.n7.41@gmail.com,
113,hilton,https://www.yellowpagesnepal.com/hilton,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"email management software
Email managem...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
114,DalVV,https://www.yellowpagesnepal.com/dalvv,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Event management platforms

An event m...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
115,maiyaaa,https://www.yellowpagesnepal.com/maiyaaa,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Digital Workplace Software
The digital ...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
116,badabro,https://www.yellowpagesnepal.com/badabro,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Employee self service software
Employee...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
117,E-mazs,https://www.yellowpagesnepal.com/e-mazs,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Law practice management software
A mode...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
118,SAASMo,https://www.yellowpagesnepal.com/saasmo,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Parks and recreation software
The recre...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
119,ZEEmont,https://www.yellowpagesnepal.com/zeemont,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Printing packaging industry software
Ma...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
120,monthouse,https://www.yellowpagesnepal.com/monthouse,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Construction crm software
Most customer...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
121,olympia,https://www.yellowpagesnepal.com/olympia1,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Patient case management software
Unlike...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
122,disee7,https://www.yellowpagesnepal.com/disee7,null,"Last Updated : 
            Mar 01, 2021",Agricultural Equipment & Implements,"Home builder software
Our complete suit...",karthik.gana12@gmail.com,karthik.gana12@gmail.com,
123,hosting111,https://www.yellowpagesnepal.com/hosting111,null,"Last Updated : 
            Mar 18, 2021",Agricultural Equipment & Implements,The digital workplace is a central worki...,84-8754558535,karthik.gana12@gmail.com,
124,Seti Devi krishi farm,https://www.yellowpagesnepal.com/seti-devi-krishi-farm,Dhading,"Last Updated : 
            Apr 01, 2021",Agricultural Equipment & Implements,Agriculture,977-9845981945,subedisuhan@gmail.com,
125,Buy ACNH Items & Bells - AKRPG,https://www.yellowpagesnepal.com/buy-acnh-items-and-bells-akrpg,"Changsha City, Hunan Province","Last Updated : 
            Apr 07, 2021",Agricultural Equipment & Implements,Do you want to build a fancy kitchen in ...,wangchenyu554@gmail.com,wangchenyu554@gmail.com,
126,Manaslu Base Camp Trek - Himalayan Frozen Adventure,https://www.yellowpagesnepal.com/manaslu-base-camp-trek-himalayan-frozen-adventure,"Kathmandu, Nepal","Last Updated : 
            Apr 11, 2021",Agricultural Equipment & Implements,Manaslu Base Camp Trek is one unique rem...,977-9840396780,info@himalayanfrozen.com,
127,Love Problem Solution Astrologer,https://www.yellowpagesnepal.com/love-problem-solution-astrologer,hvvhjvhjvhjhvhjvhjvhjvj,"Last Updated : 
            Apr 12, 2021",Agricultural Equipment & Implements,"""Love is a solid bond that doesn'...",,,
128,bransensor,https://www.yellowpagesnepal.com/bransensor,"Longgang Economic Development Zone, Yaohai Dist., Hefei City, Anhui Province, China","Last Updated : 
            May 14, 2021",Agricultural Equipment & Implements,"Load cell,Torque force sensor,Torque tra...","977-13339298841, 977-13339298841",james@bransensor.com,
129,foodraju,https://www.yellowpagesnepal.com/foodraju,bnjkdcszuisdfnjkfdsa,"Last Updated : 
            May 16, 2021",Agricultural Equipment & Implements,"chicken curry
I am Sourav. I am a stude...",,,
130,agitosp,https://www.yellowpagesnepal.com/agitosp,https://agitosp.com/,"Last Updated : 
            May 17, 2021",Agricultural Equipment & Implements,https://agitosp.com/,82-0000,hixanat565@troikos.com,
131,citysun,https://www.yellowpagesnepal.com/citysun,hg,"Last Updated : 
            May 17, 2021",Agricultural Equipment & Implements,طراحی فروشگاه اینترنت...,,,
132,listofmicronations,https://www.yellowpagesnepal.com/listofmicronations,asdasdmklasjklasdasdasdasd,"Last Updated : 
            May 17, 2021",Agricultural Equipment & Implements,https://listofmicronations.com/,wonidaw282@troikos.com,wonidaw282@troikos.com,
133,Pokhara Meat Mart-Online Meat mart Pokhara,https://www.yellowpagesnepal.com/pokhara-meat-mart-online-meat-mart-pokhara,Nayabazzar,"Last Updated : 
            May 18, 2021",Agricultural Equipment & Implements,Pokhara Meat Mart is an online-based e-c...,977-9869842095,customercare@pokharameatmart.com,
134,sciencepeptide,https://www.yellowpagesnepal.com/sciencepeptide,C6 NO.168 Hi-tec park Camphor avenue High-tech zone Hefei Anhui Province.China,"Last Updated : 
            May 19, 2021",Agricultural Equipment & Implements,Scipeptide was set up in 2004 in Shangha...,"977-21-51099675, 977-21-51099675",alicetab520@gmail.com,
135,keyopacker,https://www.yellowpagesnepal.com/keyopacker,"anhui,hefei","Last Updated : 
            May 18, 2021",Agricultural Equipment & Implements,Anhui Keyo Automation machinery equipmen...,keyopacker@126.com,keyopacker@126.com,
136,keyopacker,https://www.yellowpagesnepal.com/keyopacker1,"anhui,hefei","Last Updated : 
            May 18, 2021",Agricultural Equipment & Implements,Anhui Keyo Automation machinery equipmen...,"977-1809565259, 977-1809565259",keyopacker@126.com,
137,Zeno Pellet Machine,https://www.yellowpagesnepal.com/zeno-pellet-machine,"KUK Building, Sinamangal","Last Updated : 
            Jun 03, 2021",Agricultural Equipment & Implements,Zeno Pellet Machine https://www.zenopell...,977-977 1 4467795,zenopelletmachine@gmail.com,
138,auriculares cancelación ruido baratos,https://www.yellowpagesnepal.com/auriculares-cancelacin-ruido-baratos,Dhaka,"Last Updated : 
            Jun 04, 2021",Agricultural Equipment & Implements,comprar Auriculares con cancelación  de...,880-01621274039,nohar84498@relumyx.com,
139,T. R. Himalayan Sherpa Agro Farm Pvt. Ltd.,https://www.yellowpagesnepal.com/t-r-himalayan-sherpa-agro-farm-pvt-ltd,"Thankot, 9866007038","Last Updated : 
            Jun 07, 2021",Agricultural Equipment & Implements,Commercial and small scale cow farming i...,"977-9866007038, 977-9866007038",trhimalayansherpa@gmail.com,
140,Spouwmuurisolatie,https://www.yellowpagesnepal.com/spouwmuurisolatie,united state,"Last Updated : 
            Jun 15, 2021",Agricultural Equipment & Implements,Spouwmuurisolatie of spouwisolatie plaat...,,,
141,sattaking,https://www.yellowpagesnepal.com/sattaking,delhi,"Last Updated : 
            Jun 23, 2021",Agricultural Equipment & Implements,I was recently playing some games online...,91-08929358662,pathak6443toshi@gmail.com,
142,Not my Fault,https://www.yellowpagesnepal.com/not-my-fault,"9-13 Bronte Rd, Bondi Junction NSW 2022, USA","Last Updated : 
            Jun 29, 2021",Agricultural Equipment & Implements,Get a car accident replacement vehicle o...,"977-0800699034, 977-0800699034",,
143,Miah Electric,https://www.yellowpagesnepal.com/miah-electric,"71-75 Shelton Street, London, Greater London, WC2H 9JQ, UK","Last Updated : 
            Jun 29, 2021",Agricultural Equipment & Implements,We at Miah Electric offer products that ...,,,
144,Zans group,https://www.yellowpagesnepal.com/zans-group,"7th Floor, Executive Towers, Dolmen Mall, Clifton 75600","Last Updated : 
            Sep 15, 2021",Agricultural Equipment & Implements,Immigration consultants in Karachi,"92-03020351391, 92-03020351391",zans.immac@gmail.com,
145,plus size,https://www.yellowpagesnepal.com/plus-size,vigo spain,"Last Updated : 
            Oct 02, 2021",Agricultural Equipment & Implements,Si está buscando el último modelo de v...,,,
146,saeeddeveloper.com,https://www.yellowpagesnepal.com/saeeddeveloper-com,chakno73lb,"Last Updated : 
            Oct 02, 2021",Agricultural Equipment & Implements,"AMIR RASHEED
Web Developer, Writer, and...","92-3001002073, 92-3001002073",amirrasheed5073@gmail.com,
147,khetigaadi,https://www.yellowpagesnepal.com/khetigaadi,pune,"Last Updated : 
            Oct 11, 2021",Agricultural Equipment & Implements,Khetigaadi.com is one stop solution for ...,marketplace2403@gmail.com,marketplace2403@gmail.com,
148,Mitra Agro,https://www.yellowpagesnepal.com/mitra-agro,"M.I.T.R.A. Agro Equipments Pvt. Ltd. ,, Plot No.D-43, MIDC Ambad Nashik - 422010.","Last Updated : 
            Oct 13, 2021",Agricultural Equipment & Implements,Mitra develops spraying machines for gro...,91-08888200022,mitraweb2014@gmail.com,
149,painters near me,https://www.yellowpagesnepal.com/painters-near-me,saddar,"Last Updated : 
            Aug 25, 2021",Agricultural Equipment & Implements,Total Property Care is a Home Improvemen...,,,
150,digital,https://www.yellowpagesnepal.com/digital,123 vidiya,"Last Updated : 
            Oct 18, 2021",Agricultural Equipment & Implements,Hip London agency That Lot work across s...,digitalakku02@outlook.com,digitalakku02@outlook.com,
151,Shijiazhuang Synmec International Trading Limitied,https://www.yellowpagesnepal.com/shijiazhuang-synmec-international-trading-limitied,"SHENGSHICHUNTIAN NANYUAN, WAIMAO STREET, CHANG-AN   QU","Last Updated : 
            Oct 19, 2021",Agricultural Equipment & Implements,"Business since 1997, based on Huaixi ind...","86-031167663887, 86-15628927619",m@synmec.com,
152,online bengali baba,https://www.yellowpagesnepal.com/online-bengali-baba,chandigarh,"Last Updated : 
            Oct 27, 2021",Agricultural Equipment & Implements,Problems among couple after a marriage a...,"91-09779943121, 91-09779943121",onlinebengalibaba@gmail.com,
153,packhit,https://www.yellowpagesnepal.com/packhit1,K & A World LLC 8 The Green Suite# 11935 Dover DE,"Last Updated : 
            Oct 30, 2021",Agricultural Equipment & Implements,Avail exclusive designs for custom sleev...,264-8009800269,Os9928501@gmail.com,
154,packhit,https://www.yellowpagesnepal.com/packhit2,K & A World LLC 8 The Green Suite# 11935 Dover DE,"Last Updated : 
            Oct 30, 2021",Agricultural Equipment & Implements,Avail exclusive designs for custom sleev...,"674-8009800269, 674-8009800269",Os9928501@gmail.com,
155,Sagun Agro,https://www.yellowpagesnepal.com/sagun-agro,"Chitwan 12, Bharatpur","Last Updated : 
            Nov 07, 2021",Agricultural Equipment & Implements,A local agro firm for all kind of animal...,977-9845321345,sagunagro@gmail.com,
156,24K-Galaxyrose,https://www.yellowpagesnepal.com/24k-galaxyrose,hongkong,"Last Updated : 
            Nov 11, 2021",Agricultural Equipment & Implements,Galaxy rose flower and the beginning of ...,,,
157,dramacoolgo,https://www.yellowpagesnepal.com/dramacoolgo,lahore,"Last Updated : 
            Nov 11, 2021",Agricultural Equipment & Implements,Drama as a literary genre is realized in...,92-03499092947,dramacoolgo234@gmail.com,
